index;name;ee;Area-L;Area-N;Area-S;B1-N;B1-R1--L;B1-R1-S;B1-R2-L;B1-R2-S;B1-R3-S;B1-R4-S;B5-N;B5-R1--L;B5-R1-S;B5-R2-L;B5-R2-S;B5-R3-S;B5-R4-S;BA1-2-3-N;BA1-2-4-N;BA1-2-8-L;BA1-5-2-S;BA1-5-6-S;BA2-5-6-S;BA2-8-7-L;BA3-2-4-N;BA3-6-4-S;BA3-6-5-S;BA4-6-5-S;BL1-2-L;BL1-2-N;BL1-5-S;BL1-6-L;BL2-3-N;BL2-4-N;BL2-5-S;BL2-8-L;BL3-6-S;BL4-6-S;BL5-6-S;BL7-11-L;BL7-8-L;DA1-2-8-7-L;DA1-5-6-4-S;DA2-5-6-3-S;DA21-11-7-8-L;DA22-11-7-8-L;DA7-11-10-9-L;Dp-A;Dp-N;Dp-S;HOMO-A;HOMO-L;HOMO-N;HOMO-S;L-N;L-R1--L;L-R1-S;L-R2-L;L-R2-S;L-R3-S;L-R4-S;LUMO-A;LUMO-L;LUMO-N;LUMO-S;M.Wt.-N;NB1-2-S;NB1-3-N;NB1-3-S;NB1-4-N;NB2-4-S;NB3-4-N;NB3-4-S;NMR11-L;NMR2-L;NMR3-N;NMR4-N;NMR4-S;NMR5-S;NMR6-L;NMR6-S;NMR8-L;Ovality-L;Ovality-N;Ovality-S;PSA-A;PSA-L;PSA-N;PSA-S;Rot-PF-L;Rot-PF-N;Rot-PF-S;Rx-A;Rx-L;Rx-N;Rx-S;Ry-A;Ry-L;Ry-N;Ry-S;Rz-A;Rz-L;Rz-N;Rz-S;TranS-PF-N;TranS-PF-S;Trans-PF-L;VF(N-C)ox-L;VF5-6-S;VI(N-C)ox-L;VI5-6-S;Vib-PF-L;Vib-PF-N;Vib-PF-S;Volume-L;Volume-N;Volume-S;area-A;dp-L;ovality-A;q1-L;q1-N;q11-L;q2-L;q2-N;q3-N;q4-N;q4-S;q5-S;q6-L;q6-S;q7-L;q8-L;rot-PF-A;trans-PF-A;vibr-PF-A;volume-A
18;real18;89;361.5;172.55;213.6;1.95;1;1;1.7;1;1.815;1.504;3.15;1;1;3.151;1;3.161;3.275;120.9673352;120.9671251;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.0655396;116.479875;120.7950193;122.725076;1.339178194;1.571555047;1.085999509;1.328222238;1.400480779;1.400483914;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;5.7765;1.3961;-0.39041;-0.28923;-0.29088;-0.26885;8.108;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.00584;0.01422;200.827;1.844689119;2.58768399;2.689850492;2.587683991;2.7585233;2.401720037;2.552267706;116.5994;33.2137;47.0374;47.0375;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.26;1.32;92.648;21.171;37.437;20.113;16.611245;14.112656;14.180112;0.78283;0.43034;3.65877;2.53338;0.17747;0.08372;0.35298;0.4018;0.16116;0.07797;0.32192;0.3569;18.526333;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;38.47423;40.977186;350.86;150.64;192.82;226.89;4.8547;1.49;-0.44972;1.1759;-0.1172;0.14578;-0.42165;-0.20286;-0.20286;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
19;real19;91;361.5;158.17;213.6;1.7;1;1;1.7;1;1.815;1.504;3.148;1;1;3.151;1;3.161;3.275;120.9539164;120.9536692;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.0924144;116.479875;120.7950193;122.725076;1.339178194;1.568738173;1.085999509;1.328222238;1.401840288;1.401841292;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;5.0218;1.3961;-0.39041;-0.28923;-0.29554;-0.26885;6.944;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.01834;0.01422;139.921;1.844689119;2.586179438;2.689850492;2.58617715;2.7585233;2.404387932;2.552267706;116.5994;33.2137;46.4535;46.454;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.23;1.32;92.648;21.171;37.458;20.113;16.611245;13.432901;14.180112;0.78283;0.43034;3.65602;2.53338;0.17747;0.08372;0.72878;0.4018;0.16116;0.07797;0.60766;0.3569;17.992064;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;36.382465;40.977186;350.86;137.19;192.82;226.89;4.8547;1.49;-0.44972;1.18367;-0.1172;0.14578;-0.4442;-0.20245;-0.20245;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
20;real20;91;361.5;168.12;213.6;1.8;1;1;1.7;1;1.815;1.504;3.149;1;1;3.151;1;3.161;3.275;120.9633334;120.9628307;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.0738359;116.479875;120.7950193;122.725076;1.339178194;1.571485088;1.085999509;1.328222238;1.400533582;1.400537834;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;5.8768;1.3961;-0.39041;-0.28923;-0.29654;-0.26885;7.811;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.00688;0.01422;156.376;1.844689119;2.58761616;2.689850492;2.58761339;2.7585233;2.401915888;2.552267706;116.5994;33.2137;47.3923;47.3926;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.25;1.32;92.648;21.171;37.436;20.113;16.611245;13.736565;14.180112;0.78283;0.43034;3.65774;2.53338;0.17747;0.08372;0.52514;0.4018;0.16116;0.07797;0.45922;0.3569;18.154052;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;37.46581;40.977186;350.86;146.26;192.82;226.89;4.8547;1.49;-0.44972;1.18512;-0.1172;0.14578;-0.42352;-0.2037;-0.2037;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
21;real21;91;361.5;205.14;213.6;1.817;1;1;1.7;1;1.815;1.504;3.224;1;1;3.151;1;3.161;3.275;120.8297455;120.8053114;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.3649385;116.479875;120.7950193;122.725076;1.339178194;1.574946511;1.085999509;1.328222238;1.401277361;1.401443244;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;5.3136;1.3961;-0.39041;-0.28923;-0.30931;-0.26885;9.262;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;-0.02186;0.01422;179.967;1.844689119;2.589612969;2.689850492;2.589442276;2.7585233;2.40698539;2.552267706;116.5994;33.2137;48.5092;48.4898;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.33;1.32;92.648;21.171;57.278;20.113;16.611245;14.332167;14.180112;0.78283;0.43034;2.59068;2.53338;0.17747;0.08372;0.34188;0.4018;0.16116;0.07797;0.30261;0.3569;18.369054;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;42.702827;40.977186;350.86;180.61;192.82;226.89;4.8547;1.49;-0.44972;1.18568;-0.1172;0.14578;-0.39326;-0.21965;-0.21989;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
22;real22;92;361.5;187.81;213.6;1.901;1;1;1.7;1;1.815;1.504;3.15;1;1;3.151;1;3.161;3.275;120.8790821;120.7775568;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.3433168;116.479875;120.7950193;122.725076;1.339178194;1.574764972;1.085999509;1.328222238;1.40095251;1.400783414;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;6.7037;1.3961;-0.39041;-0.28923;-0.31147;-0.26885;7.643;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;-0.00253;0.01422;189.928;1.844689119;2.58980498;2.689850492;2.588364308;2.7585233;2.405868873;2.552267706;116.5994;33.2137;48.2089;48.1814;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.29;1.32;92.648;21.171;37.45;20.113;16.611245;14.344492;14.180112;0.78283;0.43034;2.23223;2.53338;0.17747;0.08372;0.3586;0.4018;0.16116;0.07797;0.32668;0.3569;18.449986;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;40.917345;40.977186;350.86;164.45;192.82;226.89;4.8547;1.49;-0.44972;1.18629;-0.1172;0.14578;-0.40177;-0.21173;-0.21171;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
23;real23;93;361.5;168.09;213.6;1.731;1;1;1.7;1;1.815;1.504;4.498;1;1;3.151;1;3.161;3.275;120.2503025;121.1130659;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.6366316;116.479875;120.7950193;122.725076;1.339178194;1.573533635;1.085999509;1.328222238;1.400163172;1.400211526;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;5.2059;1.3961;-0.39041;-0.28923;-0.2962;-0.26885;6.37;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.00648;0.01422;156.376;1.844689119;2.579984231;2.689850492;2.591060756;2.7585233;2.408365459;2.552267706;116.5994;33.2137;50.2131;50.4493;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.25;1.32;92.648;21.171;37.393;20.113;16.611245;13.832716;14.180112;0.78283;0.43034;2.14681;2.53338;0.17747;0.08372;0.66652;0.4018;0.16116;0.07797;0.50861;0.3569;18.154052;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;37.951331;40.977186;350.86;146.27;192.82;226.89;4.8547;1.49;-0.44972;1.18708;-0.1172;0.14578;-0.40504;-0.23457;-0.22075;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
24;real24;88;361.5;157;213.6;1.7;1;1;1.7;1;1.815;1.504;3.714;1;1;3.151;1;3.161;3.275;124.1034051;120.0101035;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;115.88646;116.479875;120.7950193;122.725076;1.339178194;1.574256841;1.085999509;1.328222238;1.393425679;1.404253974;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;2.933;1.3961;-0.39041;-0.28923;-0.29516;-0.26885;6.382;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.01012;0.01422;139.921;1.844689119;2.622933877;2.689850492;2.580996981;2.7585233;2.371103764;2.552267706;116.5994;33.2137;18.6466;46.2508;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.22;1.32;92.648;21.171;36.841;20.113;16.611245;13.362127;14.180112;0.78283;0.43034;2.22646;2.53338;0.17747;0.08372;1.12197;0.4018;0.16116;0.07797;0.7467;0.3569;17.992064;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;36.42486;40.977186;350.86;137.12;192.82;226.89;4.8547;1.49;-0.44972;1.18067;-0.1172;0.14578;-0.48814;0.45307;-0.20339;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
25;real25;86;361.5;184.67;213.6;1.789;1;1;1.7;1;1.815;1.504;4.36;1;1;3.151;1;3.161;3.275;124.515105;117.1744062;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.3083139;116.479875;120.7950193;122.725076;1.339178194;1.576971029;1.085999509;1.328222238;1.412382228;1.401911833;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;6.1651;1.3961;-0.39041;-0.28923;-0.29182;-0.26885;7.815;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.00686;0.01422;170.403;1.844689119;2.646833225;2.689850492;2.543917899;2.7585233;2.416217934;2.552267706;116.5994;33.2137;33.709;45.5583;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.27;1.32;92.648;21.171;35.839;20.113;16.611245;14.065289;14.180112;0.78283;0.43034;2.15236;2.53338;0.17747;0.08372;0.51136;0.4018;0.16116;0.07797;0.41528;0.3569;18.283092;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;38.426894;40.977186;350.86;163.93;192.82;226.89;4.8547;1.49;-0.44972;1.18456;-0.1172;0.14578;-0.42193;0.01649;-0.19843;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
26;real26;90;361.5;187.63;213.6;1.755;1;1;1.7;1;1.815;1.504;3.677;1;1;3.151;1;3.161;3.275;120.8422394;121.3467281;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;117.8085225;116.479875;120.7950193;122.725076;1.339178194;1.567351165;1.085999509;1.328222238;1.40555618;1.396786544;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;4.8184;1.3961;-0.39041;-0.28923;-0.27426;-0.26885;8.452;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.01902;0.01422;169.947;1.844689119;2.5867022;2.689850492;2.585608715;2.7585233;2.399665757;2.552267706;116.5994;33.2137;64.2991;52.7511;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.29;1.32;92.648;21.171;44.366;20.113;16.611245;14.10649;14.180112;0.78283;0.43034;1.98988;2.53338;0.17747;0.08372;0.51536;0.4018;0.16116;0.07797;0.41045;0.3569;18.283307;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;39.069162;40.977186;350.86;164.17;192.82;226.89;4.8547;1.49;-0.44972;1.18228;-0.1172;0.14578;-0.44178;-0.28002;-0.21339;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
27;real27;92;361.5;173.35;213.6;1.798;1;1;1.7;1;1.815;1.504;3.688;1;1;3.151;1;3.161;3.275;120.406223;121.0675318;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;118.5262452;116.479875;120.7950193;122.725076;1.339178194;1.573784984;1.085999509;1.328222238;1.399054321;1.400387629;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;6.8463;1.3961;-0.39041;-0.28923;-0.29787;-0.26885;7.809;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.00148;0.01422;174.366;1.844689119;2.58126825;2.689850492;2.59085516;2.7585233;2.406186216;2.552267706;116.5994;33.2137;62.8789;53.2192;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.27;1.32;92.648;21.171;37.396;20.113;16.611245;14.054848;14.180112;0.78283;0.43034;2.28433;2.53338;0.17747;0.08372;0.49894;0.4018;0.16116;0.07797;0.4095;0.3569;18.317755;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;38.941461;40.977186;350.86;150.71;192.82;226.89;4.8547;1.49;-0.44972;1.18728;-0.1172;0.14578;-0.40155;-0.27479;-0.22196;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
28;real28;96;361.5;183.54;213.6;1.8;1;1;1.7;1;1.815;1.504;4.501;1;1;3.151;1;3.161;3.275;120.3995083;120.3986522;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;119.2018395;116.479875;120.7950193;122.725076;1.339178194;1.576679135;1.085999509;1.328222238;1.398676195;1.398680338;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;6.0587;1.3961;-0.39041;-0.28923;-0.29982;-0.26885;6.372;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;-0.00244;0.01422;190.821;1.844689119;2.583419285;2.689850492;2.583411806;2.7585233;2.412780971;2.552267706;116.5994;33.2137;51.0957;51.0949;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.29;1.32;92.648;21.171;37.317;20.113;16.611245;14.540434;14.180112;0.78283;0.43034;0.79235;2.53338;0.17747;0.08372;0.63352;0.4018;0.16116;0.07797;0.35205;0.3569;18.44947;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;40.564004;40.977186;350.86;159.83;192.82;226.89;4.8547;1.49;-0.44972;1.19082;-0.1172;0.14578;-0.38226;-0.23286;-0.23285;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
29;real29;85;361.5;176.83;213.6;1.7;1;1;1.7;1;1.815;1.504;3.536;1;1;3.151;1;3.161;3.275;120.0638559;120.4011108;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;119.5349957;116.479875;120.7950193;122.725076;1.339178194;1.567963406;1.085999509;1.328222238;1.413652677;1.398535129;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;2.9892;1.3961;-0.39041;-0.28923;-0.2616;-0.26885;7.475;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;0.01967;0.01422;165.94;1.844689119;2.58413548;2.689850492;2.575615906;2.7585233;2.429712139;2.552267706;116.5994;33.2137;71.9654;55.1011;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.25;1.32;92.648;21.171;53.657;20.113;16.611245;13.919022;14.180112;0.78283;0.43034;2.49734;2.53338;0.17747;0.08372;0.54543;0.4018;0.16116;0.07797;0.44958;0.3569;18.247501;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;38.081662;40.977186;350.86;157.35;192.82;226.89;4.8547;1.49;-0.44972;1.18301;-0.1172;0.14578;-0.4365;-0.26705;-0.22495;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
30;real30;86;361.5;227.87;213.6;1.7;1;1;1.7;1;1.815;1.504;4.569;1;1;3.151;1;3.161;3.275;120.0192753;120.4297558;116.2565149;116.3355355;121.3284084;122.3274556;126.570416;119.5505073;116.479875;120.7950193;122.725076;1.339178194;1.571693311;1.085999509;1.328222238;1.400043041;1.410404562;1.085254626;1.482876059;1.490685062;1.511038919;1.338361148;1.469962482;1.26899773;4.738410346;177.6192221;178.6603452;101.1837851;138.8012525;18.36736317;3.2207;3.0381;1.3961;-0.39041;-0.28923;-0.27103;-0.26885;10.024;2;2;6.353;2;7.313;4.746;-0.013;-0.03216;-0.01331;0.01422;212.012;1.844689119;2.575278765;2.689850492;2.58938608;2.7585233;2.428393831;2.552267706;116.5994;33.2137;67.8904;55.3272;160.9369;74.0864;34.3838;36.1672;23.6482;1.5;1.32;1.32;92.648;21.171;45.252;20.113;16.611245;14.765615;14.180112;0.78283;0.43034;1.82486;2.53338;0.17747;0.08372;0.26591;0.4018;0.16116;0.07797;0.23213;0.3569;18.61446;18.211486;19.441712;1780.348;1738.06;217.8748;33.3603;56.985201;40.784036;40.977186;350.86;213.5;192.82;226.89;4.8547;1.49;-0.44972;1.18479;-0.1172;0.14578;-0.41083;-0.25859;-0.23749;-0.52487;-0.46078;0.04902;-0.03053;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
31;real31;77;361.5;168.12;213.59;1.8;1;1;1.7;1;1.707;1.504;3.149;1;1;3.151;1;3.163;3.556;120.9633334;120.9628307;116.2565149;116.5516047;121.3760287;122.0647623;126.570416;118.0738359;116.4887552;120.5107485;123.0004963;1.339178194;1.571485088;1.086102112;1.328222238;1.400533582;1.400537834;1.084946799;1.482876059;1.492010386;1.512799599;1.337737905;1.469962482;1.26899773;4.738410346;177.6275927;178.6645304;101.1837851;138.8012525;18.36736317;3.2207;5.8768;2.3893;-0.39041;-0.28923;-0.29654;-0.27505;7.811;2;2;6.353;2;6.371;5.991;-0.013;-0.03216;0.00688;0.0142;156.376;1.846670665;2.58761616;2.685089;2.58761339;2.759960479;2.401915888;2.555015112;116.5994;33.2137;47.3923;47.3926;163.9186;73.38;34.3838;32.0736;23.6482;1.5;1.25;1.32;92.648;21.171;37.436;19.82;16.611245;13.736565;14.233548;0.78283;0.43034;3.65774;2.11029;0.17747;0.08372;0.52514;0.42312;0.16116;0.07797;0.45922;0.36562;18.154052;18.211486;19.441712;1780.348;1737.17;217.8748;25.9051;56.985201;37.46581;40.612218;350.86;146.26;192.96;226.89;4.8547;1.49;-0.44972;1.18512;-0.1172;0.14578;-0.42352;-0.2037;-0.2037;-0.50491;-0.46095;0.04902;-0.02729;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
32;real32;62;361.5;168.12;232.67;1.8;1;1;1.7;1;1.707;1.504;3.149;1;1;3.151;1;3.163;3.603;120.9633334;120.9628307;116.2565149;116.4976509;121.5118629;121.9808848;126.570416;118.0738359;116.5681938;120.7119784;122.716792;1.339178194;1.571485088;1.085927783;1.328222238;1.400533582;1.400537834;1.084896619;1.482876059;1.491722176;1.514373619;1.33785305;1.469962482;1.26899773;4.738410346;176.9841438;178.8068787;101.1837851;138.8012525;18.36736317;3.2207;5.8768;2.0713;-0.39041;-0.28923;-0.29654;-0.27456;7.811;2;2;6.353;2;6.371;7.163;-0.013;-0.03216;0.00688;0.01248;156.376;1.845942023;2.58761616;2.691417965;2.58761339;2.754007862;2.401915888;2.557208885;116.5994;33.2137;47.3923;47.3926;162.6248;73.2187;34.3838;32.7552;23.6482;1.5;1.25;1.36;92.648;21.171;37.436;20.164;16.611245;13.736565;14.629951;0.78283;0.43034;3.65774;1.74423;0.17747;0.08372;0.52514;0.31148;0.16116;0.07797;0.45922;0.27195;18.154052;18.335873;19.441712;1780.348;1738.12;217.8748;25.4292;56.985201;37.46581;42.532291;350.86;146.26;211.15;226.89;4.8547;1.49;-0.44972;1.18512;-0.1172;0.14578;-0.42352;-0.2037;-0.2037;-0.5042;-0.45769;0.04902;-0.02766;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
33;real33;56;361.5;168.12;252.83;1.8;1;1;1.7;1;1.707;1.504;3.149;1;1;3.151;1;3.163;3.602;120.9633334;120.9628307;116.2565149;116.5565605;121.5017612;121.9329907;126.570416;118.0738359;116.522785;120.691753;122.7825391;1.339178194;1.571485088;1.085965489;1.328222238;1.400533582;1.400537834;1.084985352;1.482876059;1.491778971;1.514181706;1.337877598;1.469962482;1.26899773;4.738410346;177.001207;178.7543948;101.1837851;138.8012525;18.36736317;3.2207;5.8768;2.3036;-0.39041;-0.28923;-0.29654;-0.27437;7.811;2;2;6.353;2;6.371;8.382;-0.013;-0.03216;0.00688;0.01309;156.376;1.846636587;2.58761616;2.690903203;2.58761339;2.754459399;2.401915888;2.556466977;116.5994;33.2137;47.3923;47.3926;162.7442;73.2704;34.3838;32.3012;23.6482;1.5;1.25;1.39;92.648;21.171;37.436;20.188;16.611245;13.736565;14.994268;0.78283;0.43034;3.65774;1.36331;0.17747;0.08372;0.52514;0.24478;0.16116;0.07797;0.45922;0.21365;18.154052;18.450732;19.441712;1780.348;1738.51;217.8748;26.0367;56.985201;37.46581;45.615789;350.86;146.26;229.49;226.89;4.8547;1.49;-0.44972;1.18512;-0.1172;0.14578;-0.42352;-0.2037;-0.2037;-0.50338;-0.45868;0.04902;-0.02698;-0.51163;0.57132;15.573398;19.41175;51.150329;177.28
34;real34;39;279.03;168.09;213.48;1.8;1;1;2.76;1;1.817;1.504;3.149;1;1;3.185;1;3.157;3.274;120.940405;120.9396031;116.3280884;116.3292534;121.4086465;122.2539523;125.9711076;118.1199919;116.4892413;120.8506638;122.6600143;1.337912421;1.570438089;1.085892283;1.329122447;1.4003269;1.40035663;1.085163955;1.485320147;1.491007931;1.511116717;1.338497201;1.472841535;1.26972541;1.394988574;177.5332905;178.7169472;124.0246161;118.1344645;8.186663522;3.8524;5.6129;1.1838;-0.39771;-0.29857;-0.2964;-0.26837;7.81;2;2;4.074;2;7.314;4.742;-0.01739;-0.02848;0.0069;0.01385;156.376;1.844458206;2.58622053;2.692640165;2.586235702;2.756114523;2.402163462;2.552736982;117.2199;32.5949;47.1748;47.17;160.8756;74.2596;36.0002;36.4583;26.7739;1.43;1.25;1.32;92.338;21.664;37.409;20.079;15.589416;13.736133;14.180087;0.81486;1.15545;3.65593;2.53161;0.17832;0.14032;0.52554;0.40235;0.16325;0.13374;0.45949;0.35667;18.154052;18.211486;18.988454;1778.02;1737.74;189.7109;32.6929;50.382054;37.422463;41.210115;256.41;146.25;192.78;225.58;4.8911;1.48;-0.45264;1.17574;-0.12032;0.15049;-0.42291;-0.203;-0.20299;-0.52486;-0.46035;0.04655;-0.03071;-0.52576;0.567;15.544507;19.41175;51.210856;176.62
35;real35;60;289.04;168.09;213.48;1.8;1;1;1.7;1;1.817;1.504;3.149;1;1;3.148;1;3.157;3.274;120.940405;120.9396031;116.1851955;116.3292534;121.4086465;122.2539523;125.730658;118.1199919;116.4892413;120.8506638;122.6600143;1.339516194;1.570438089;1.085892283;1.32723738;1.4003269;1.40035663;1.085163955;1.484715988;1.491007931;1.511116717;1.338497201;1.474321489;1.270638461;0.745470906;177.5332905;178.7169472;111.9181714;128.4284173;8.439011626;3.8524;5.6129;1.1838;-0.39771;-0.29409;-0.2964;-0.26837;7.81;2;2;6.354;2;7.314;4.742;-0.01739;-0.02954;0.0069;0.01385;156.376;1.844458206;2.58622053;2.692640165;2.586235702;2.756114523;2.402163462;2.552736982;122.3337;33.153;47.1748;47.17;160.8756;74.2596;34.4631;36.4583;23.9221;1.44;1.25;1.32;92.338;21.937;37.409;20.079;15.950557;13.736133;14.180087;0.81486;0.94263;3.65593;2.53161;0.17832;0.10833;0.52554;0.40235;0.16325;0.10313;0.45949;0.35667;18.154052;18.211486;19.094678;1778.25;1737.74;209.396;32.6929;51.111905;37.422463;41.210115;268.6;146.25;192.78;225.58;4.9955;1.48;-0.45136;1.17574;-0.13419;0.14666;-0.42291;-0.203;-0.20299;-0.52486;-0.46035;0.04956;-0.03071;-0.52198;0.56972;15.544507;19.41175;51.210856;176.62
